100 41 41 29

50 14 48 48 88 89 37 60 70 54 90 75 84 51 49 28 75 91 92 78 82 22 45 80 11 88 69 69 28 73 46 66 91 62 50 80 86 34 24 81 98
26 71 82 70 47 70 78 33 84 52 86 42 64 13 60 64 79 36 82 69 48 31 52 96 62 21 67 35 40 20 76 41 84 76 91 65 82 14 79 35 80
59 44 66 76 24 61 85 80 16 16 65 11 44 93 11 55 32 38 28 77 70 95 42 47 48 75 59 11 62 56 66 87 47 29 17 58 60 62 45 11 22
22 50 73 27 57 57 21 64 92 20 98 32 44 98 73 79 74 18 71 54 12 56 97 70 33 21 77 70 19 88 70 70 36 94 61 86 14 30 53 58 58
96 79 63 28 47 79 72 20 14 74 80 33 86 67 95 53 74 80 52 41 59 69 38 20 27 66 18 56 87 64 75 55 93 86 95 93 18 78 97 42 80
28 46 97 49 37 58 57 73 12 88 28 12 75 93 53 78 84 52 44 66 48 17 63 75 70 21 82 61 19 60 42 11 30 39 25 11 12 63 86 44 68
13 21 33 72 44 44 13 53 57 61 59 18 17 98 19 15 45 38 49 15 61 70 44 69 79 86 75 58 49 98 73 83 78 29 54 96 26 33 25 92 64
98 90 18 26 31 79 28 56 75 14 41 35 16 94 24 20 72 91 70 20 14 83 73 13 33 58 19 74 83 19 95 67 48 95 41 64 33 31 96 62 13
80 49 57 55 49 92 49 56 43 41 27 87 10 42 70 20 70 66 38 36 24 77 47 30 37 52 64 47 58 12 46 33 99 94 43 70 67 18 77 89 28
47 55 69 44 73 20 89 49 82 35 87 87 60 32 42 97 66 44 70 69 63 33 77 63 63 81 47 15 11 96 97 82 69 16 20 87 16 72 31 33 41
65 87 35 35 98 40 64 85 69 34 11 66 98 82 72 77 38 96 71 51 17 26 19 71 29 78 95 72 66 54 92 70 19 37 65 68 65 57 69 22 28
43 93 38 34 70 18 74 38 96 48 87 58 35 26 25 78 89 49 43 24 13 75 59 27 47 74 13 41 17 49 58 23 53 74 61 24 86 40 38 65 75
16 88 77 41 57 35 76 89 83 76 72 30 70 67 84 50 54 65 19 41 37 28 11 23 52 32 74 42 11 46 69 47 47 28 77 93 90 68 71 86 44
38 80 11 40 59 80 95 76 59 22 42 95 13 67 39 29 88 75 22 77 79 32 25 77 69 39 66 91 27 10 19 73 71 57 53 26 28 75 95 45 92
43 78 57 38 34 50 77 50 60 81 68 51 74 57 52 48 16 54 94 18 31 49 65 81 25 82 68 37 43 71 92 74 41 69 56 96 80 37 59 71 28
64 64 35 46 62 70 31 92 61 68 49 46 13 77 37 28 35 61 18 37 77 56 31 59 82 28 15 20 31 77 17 34 71 33 97 55 19 87 88 98 91
23 98 78 69 66 55 57 57 35 79 46 52 67 41 27 63 43 94 27 50 51 84 54 69 72 83 59 81 42 40 24 88 90 36 52 73 60 42 93 89 72
26 75 32 63 45 92 70 40 52 48 78 25 78 62 39 85 46 69 28 34 10 35 10 91 78 68 36 55 38 71 94 70 50 94 24 52 86 28 73 92 67
63 54 64 24 21 70 63 87 67 29 88 72 29 77 59 95 27 81 24 81 30 75 57 67 16 87 63 71 75 53 13 74 93 86 53 20 76 16 81 32 46
67 44 59 32 19 35 66 92 47 72 96 53 62 76 29 73 88 20 56 11 20 84 62 47 90 29 19 74 28 88 43 45 29 74 51 34 86 54 76 60 74
18 58 37 14 58 70 29 35 26 78 12 43 39 17 65 18 30 43 10 97 88 50 18 42 95 32 61 23 52 31 59 71 63 91 43 19 42 90 47 44 44
99 57 15 56 27 71 98 29 89 42 20 15 79 89 15 96 12 45 75 42 95 30 75 46 32 60 42 36 44 95 77 34 24 78 90 29 36 23 28 24 68
22 56 26 24 76 33 11 42 90 56 92 35 25 70 69 82 36 54 28 14 88 71 31 91 51 86 70 79 38 80 94 26 96 75 41 62 75 31 44 62 48
65 44 89 50 44 49 68 75 62 20 10 77 13 81 92 87 32 25 86 47 62 79 21 11 19 19 90 15 93 30 78 35 70 37 69 75 95 34 20 74 46
62 48 20 80 64 92 22 61 83 35 53 35 95 79 21 76 33 72 33 14 77 68 64 95 21 93 72 54 50 97 64 25 27 18 82 82 68 74 81 45 57
26 64 19 73 79 48 52 60 96 79 32 88 67 49 86 76 63 89 52 31 56 66 22 70 93 95 31 47 87 92 68 38 97 35 77 45 11 73 17 38 66
50 48 56 91 27 95 44 56 81 48 75 84 73 17 94 86 71 73 10 63 37 98 69 67 21 43 42 17 35 39 91 47 57 45 64 17 44 42 29 29 92
86 76 14 63 86 88 72 79 83 90 29 46 86 72 57 18 72 69 81 83 44 21 58 38 20 93 20 35 72 80 62 93 24 23 94 63 76 41 46 71 91
64 19 17 30 69 50 90 11 59 51 74 53 92 26 68 48 21 23 12 34 63 64 76 82 96 46 15 12 87 68 96 67 97 23 60 87 15 57 90 89 64
24 59 96 86 33 53 58 39 22 17 38 63 70 68 75 43 45 59 24 48 51 85 76 68 47 36 73 32 96 73 37 73 82 36 79 13 65 91 61 24 91
86 38 58 92 18 22 48 54 67 63 68 20 19 26 24 45 89 33 16 33 15 20 62 94 76 28 31 97 27 14 27 35 84 97 32 94 91 90 90 54 82
17 60 16 21 42 21 40 71 13 58 10 20 74 14 85 25 67 76 54 93 71 85 13 92 81 74 73 93 78 28 86 85 76 64 71 52 25 32 67 82 78
41 28 44 68 11 45 66 55 48 36 72 94 25 73 25 10 29 74 69 81 36 41 86 51 56 14 50 31 21 42 53 35 70 25 56 75 68 83 88 50 29
43 62 47 97 35 96 89 25 48 85 55 18 16 56 70 29 83 28 69 26 91 36 42 83 38 29 30 26 63 13 27 72 45 49 97 51 29 88 27 52 96
26 14 24 40 78 70 57 17 58 47 58 75 92 20 50 81 14 70 66 58 96 40 43 19 61 62 45 77 64 37 12 28 92 81 18 13 77 68 36 48 54
18 43 73 94 64 72 78 58 75 80 11 59 92 66 32 22 19 82 24 76 62 20 90 28 46 54 83 26 83 97 17 20 51 25 65 91 80 91 43 30 42
54 18 58 11 23 95 18 35 65 18 21 32 31 24 97 74 12 84 69 88 34 70 39 97 50 52 77 16 62 35 71 37 63 42 33 82 93 44 20 25 66
98 31 15 86 64 62 38 85 11 48 50 28 11 74 45 68 32 81 59 66 79 84 72 74 35 78 46 36 84 80 98 34 21 55 17 97 46 89 18 34 11
62 90 44 54 66 47 32 59 63 65 64 10 55 14 30 94 56 81 52 13 32 88 19 69 86 95 58 13 73 25 59 16 23 23 28 18 28 73 70 15 54
56 39 84 90 79 14 61 51 61 80 54 46 17 61 57 93 73 34 37 17 91 61 86 20 46 85 76 28 47 77 48 45 45 92 21 77 50 95 74 11 24

91 65 98 84 21 37 82 61 10 71 85 26 87 57 76 62 88 37 22 31 91 51 24 71 88 57 60 12 20
44 80 26 22 36 38 88 30 16 84 45 86 29 61 46 26 75 17 43 41 13 35 92 67 21 35 35 64 57
57 34 77 38 40 89 86 98 38 83 82 19 35 74 11 84 13 14 66 96 12 81 74 12 74 46 15 94 98
46 71 28 21 13 22 20 87 24 84 39 76 60 13 57 65 99 64 31 50 82 65 14 65 76 96 30 98 45
45 13 27 37 62 31 77 45 23 91 64 49 71 68 93 31 80 11 49 75 40 71 59 50 89 96 27 21 97
48 48 73 83 59 21 18 35 67 93 36 26 44 40 16 51 16 49 50 58 44 45 49 68 38 74 65 49 96
42 36 33 22 43 73 58 32 81 69 62 25 63 35 90 80 95 36 20 20 54 20 48 58 25 33 97 95 58
31 62 80 82 82 15 73 76 94 52 30 43 80 77 66 53 93 68 92 82 84 71 76 26 84 58 71 11 72
69 16 98 87 40 89 35 30 47 26 62 40 89 19 31 90 23 88 94 63 78 12 62 29 98 70 69 57 87
11 94 97 60 47 90 95 15 90 68 81 30 54 96 24 94 53 97 40 79 28 54 59 95 55 23 32 69 92
69 50 43 20 65 26 92 11 98 41 43 19 99 25 49 36 21 56 21 22 10 92 44 26 18 24 51 86 53
18 46 47 49 54 75 14 34 24 19 32 82 93 47 38 65 95 97 45 21 32 58 13 43 28 63 93 85 92
34 86 97 42 93 20 46 20 30 35 98 16 17 51 16 46 67 11 41 81 61 57 18 36 82 34 20 73 56
49 84 74 25 12 96 63 45 26 31 82 69 72 31 44 83 69 39 70 14 16 11 61 35 49 88 76 62 16
92 58 64 12 21 46 69 68 13 61 15 55 85 82 96 87 13 78 91 29 33 81 36 52 95 16 54 11 37
28 22 20 10 81 63 16 61 16 64 73 61 13 78 18 35 16 11 77 71 97 53 27 67 29 61 26 92 15
33 53 79 19 64 41 13 46 87 85 73 31 25 88 34 40 94 86 38 72 18 94 43 47 90 94 30 58 51
10 12 87 53 73 34 69 75 11 89 71 79 18 41 94 93 73 38 46 19 17 69 78 84 96 92 86 32 58
91 78 35 82 56 94 24 95 91 94 58 31 42 94 27 18 57 77 14 80 61 27 65 60 53 36 74 61 52
92 89 72 69 66 18 85 20 12 56 11 63 43 39 46 82 85 88 31 53 12 54 52 22 27 73 64 82 22
42 32 16 23 16 71 27 40 67 54 49 54 47 54 55 32 95 47 43 81 67 83 93 99 41 39 80 75 31
33 29 81 82 58 34 15 15 82 92 23 26 41 74 87 77 81 45 99 61 78 48 52 79 39 12 57 15 23
44 42 23 15 54 19 97 76 41 98 91 77 96 27 55 81 72 89 32 99 34 41 97 21 83 28 81 41 56
48 78 63 55 51 96 24 67 62 43 98 78 99 65 40 71 81 71 89 27 22 83 37 67 73 41 73 99 77
27 57 33 59 55 37 63 25 87 41 95 31 26 30 54 24 26 78 22 93 70 19 53 72 16 49 41 22 28
21 45 73 18 68 64 76 64 91 86 30 89 42 77 71 56 83 95 12 97 78 57 13 95 56 83 66 56 34
78 92 16 41 21 86 69 11 93 82 20 67 27 84 60 89 79 66 40 36 78 53 12 67 50 28 70 98 91
33 31 90 90 57 92 72 86 19 13 87 55 11 34 34 40 21 13 73 61 31 48 55 28 23 38 39 83 47
43 62 12 10 92 14 81 75 51 12 42 33 65 22 96 20 52 92 21 69 56 26 28 48 73 69 78 76 98
33 46 87 76 75 27 11 88 38 71 21 92 97 87 60 84 67 18 53 81 99 82 59 54 22 47 63 43 62
32 62 72 54 56 68 13 81 47 37 76 44 92 77 84 59 39 95 30 38 64 13 41 18 38 19 61 86 28
29 65 34 37 61 22 95 37 27 49 26 32 36 49 41 19 27 60 47 51 30 19 66 55 99 14 47 81 70
91 17 58 86 21 40 87 23 57 37 81 87 66 38 18 19 11 78 55 62 58 26 50 71 28 47 17 44 33
90 40 61 28 96 20 68 71 64 67 75 82 49 21 90 84 22 79 84 41 15 32 73 51 74 73 48 55 17
13 84 80 48 53 31 79 90 60 94 56 72 54 22 64 62 25 62 21 44 63 38 71 80 41 54 64 87 26
56 71 46 53 68 22 25 22 45 73 45 99 64 44 58 54 96 28 78 55 65 73 12 82 58 35 41 76 46
73 17 31 42 18 33 87 76 81 82 63 72 47 29 97 33 75 30 87 67 67 38 37 82 22 43 74 35 59
94 61 30 73 99 20 55 38 65 35 39 38 24 74 30 21 25 34 55 84 53 78 16 19 25 47 63 92 85
90 80 41 62 99 18 60 75 91 14 39 94 29 61 30 38 83 47 82 92 44 34 55 66 30 81 51 62 60
69 69 16 16 28 13 71 92 43 66 89 66 43 93 36 73 60 71 49 15 33 47 53 85 18 64 68 36 76
89 95 38 30 34 46 20 47 52 49 24 60 92 89 55 78 88 67 54 68 58 72 65 72 15 88 19 14 42
