100 40 40 100

73 46 89 11 97 72 61 38 52 34 91 75 15 37 78 79 41 39 27 94 60 41 49 36 37 55 42 92 19 84 31 12 22 13 91 89 34 75 27 62
45 33 77 22 67 86 26 30 21 37 99 66 19 66 47 69 59 42 82 73 89 12 40 54 47 64 71 95 36 52 22 50 47 13 49 97 71 61 55 83
42 55 78 19 38 56 68 19 69 20 75 11 10 94 14 34 76 93 28 14 49 20 34 25 83 55 19 86 76 47 50 18 60 21 69 83 31 83 95 59
98 76 38 28 67 81 76 49 65 84 75 71 84 87 35 48 63 46 67 84 84 53 52 49 68 82 21 92 13 49 40 16 39 13 42 75 68 78 54 99
11 88 81 41 53 76 73 71 26 99 88 26 93 77 23 90 53 26 19 42 15 68 57 70 22 43 55 50 69 61 30 72 78 29 22 78 84 24 25 31
89 23 69 61 21 79 87 66 50 38 71 22 19 58 19 46 82 27 38 34 62 60 58 81 36 98 13 35 84 95 33 34 89 18 83 58 30 49 82 64
98 61 78 40 71 69 83 32 85 53 70 19 32 26 30 40 33 12 75 50 80 85 65 12 21 39 77 16 68 86 68 99 88 72 16 68 13 30 36 49
97 34 87 75 35 57 50 70 76 86 41 17 56 12 25 76 46 86 34 55 55 95 43 61 51 17 20 37 85 39 30 52 32 35 12 58 66 78 28 31
24 96 23 12 14 91 48 96 90 29 24 92 77 13 17 34 65 30 40 54 59 31 92 55 63 79 90 41 90 53 88 78 24 21 24 10 23 21 87 55
71 59 15 95 20 36 32 27 90 14 29 68 76 10 84 42 46 20 36 41 67 79 77 58 47 98 10 61 91 57 80 24 55 76 60 49 44 44 44 93
51 90 35 21 88 98 95 53 64 34 70 37 34 27 38 21 66 18 69 38 21 79 92 50 12 49 32 25 63 27 97 89 28 93 73 57 76 77 49 87
21 21 38 41 81 86 36 51 36 58 86 27 12 65 82 21 30 66 56 16 31 74 65 13 17 39 22 22 40 59 13 57 59 69 86 29 40 87 51 95
58 85 27 48 48 71 77 91 27 25 40 94 94 88 43 14 26 74 21 66 39 78 46 49 42 52 49 71 80 39 49 58 78 35 75 11 40 95 95 23
48 73 73 66 78 97 33 81 81 72 21 52 72 16 52 25 30 47 65 21 95 34 76 16 21 47 74 15 31 22 29 68 71 53 79 23 17 62 71 51
51 37 15 82 27 93 48 20 37 82 60 53 26 60 58 71 70 62 16 58 39 84 86 81 71 75 76 72 12 22 63 88 90 57 30 84 63 34 42 31
79 64 74 69 43 81 80 42 42 24 71 56 77 21 36 19 47 80 22 94 16 35 76 34 93 34 91 11 70 68 19 55 22 27 33 20 16 77 71 50
50 44 32 85 61 92 17 21 78 58 39 35 52 13 16 34 74 17 61 34 81 45 35 56 98 59 67 38 72 19 69 54 35 77 93 98 82 89 95 33
57 29 23 70 61 75 74 26 77 94 11 67 38 75 85 24 46 83 83 75 74 86 42 92 60 52 12 96 78 10 79 75 57 43 63 82 22 27 85 25
78 35 43 27 94 49 62 62 90 96 61 27 70 76 55 52 12 50 52 40 23 19 93 95 49 36 98 57 53 94 51 80 97 33 34 43 42 59 57 15
20 34 54 46 77 14 73 20 33 34 39 26 79 52 32 47 88 80 64 60 43 79 81 25 43 60 73 35 80 75 45 58 77 32 54 18 55 88 79 71
80 65 67 91 42 98 43 12 66 46 44 65 82 25 46 90 87 30 22 21 74 30 12 92 50 71 83 45 25 35 12 84 53 60 79 17 52 96 16 82
10 37 52 39 36 30 27 40 58 17 82 93 96 78 39 93 65 43 58 61 60 90 84 42 56 31 55 97 71 86 99 70 58 39 44 30 44 49 41 25
36 14 24 58 54 83 78 45 66 59 37 96 17 72 68 14 97 71 32 30 78 71 90 53 74 78 94 89 12 53 29 45 56 79 97 50 72 51 44 59
63 42 10 57 93 17 14 51 29 93 95 95 72 16 53 72 59 12 87 54 86 36 37 73 18 24 69 32 10 90 74 83 59 83 60 74 85 94 74 25
42 52 55 39 62 19 57 26 21 76 11 63 72 71 32 30 81 38 70 59 77 78 11 56 60 26 46 38 87 42 76 82 26 29 46 19 23 55 79 41
50 96 71 15 50 92 27 51 16 77 43 26 18 96 47 35 37 44 61 46 12 80 13 92 49 76 57 35 75 43 52 38 31 75 33 41 86 74 18 49
43 87 18 31 20 37 50 56 40 32 68 23 29 69 96 23 15 20 97 60 80 17 44 74 19 28 95 34 56 50 22 55 77 57 27 93 37 42 22 64
69 84 59 45 40 17 98 74 48 17 92 37 28 20 94 42 38 60 75 81 80 79 72 80 78 47 16 52 22 65 48 33 67 76 92 53 69 51 32 97
96 53 91 33 38 57 87 27 54 26 54 53 32 70 58 47 31 36 83 10 64 32 36 47 88 26 81 64 49 32 22 41 49 26 49 85 24 78 57 89
69 57 57 73 44 82 31 30 89 57 34 53 23 22 67 22 36 44 98 55 56 74 67 30 75 82 22 46 52 44 89 65 73 33 57 17 84 97 22 62
14 73 34 25 47 78 65 33 48 53 75 78 51 26 93 86 12 37 33 95 75 41 25 16 14 61 28 52 53 34 74 34 96 49 88 97 16 89 60 87
64 81 83 37 21 74 37 49 44 45 43 13 31 54 35 19 53 17 46 73 18 26 56 64 87 77 87 47 39 76 55 67 41 85 48 50 17 58 70 44
82 69 36 59 22 60 62 27 49 18 57 56 19 71 19 53 17 62 45 35 65 93 73 41 50 13 70 46 41 85 80 37 52 16 91 44 42 42 67 88
89 60 71 32 80 83 57 14 72 12 51 49 13 65 54 97 18 15 45 52 53 62 20 50 21 32 10 29 45 95 49 51 50 79 30 73 14 48 84 37
67 51 32 85 74 45 84 51 70 21 43 63 52 99 26 97 38 47 22 44 86 11 14 27 17 79 44 82 12 18 68 72 54 97 47 89 24 89 23 21
79 10 15 96 51 43 15 28 45 91 41 73 83 13 12 56 24 55 30 65 84 24 47 38 14 71 43 49 81 25 38 39 30 82 14 33 71 98 76 54
73 26 43 23 78 50 13 38 34 36 87 67 49 32 61 25 93 14 24 57 42 59 62 38 36 28 46 95 34 82 87 22 70 63 60 24 94 31 20 46
18 42 95 53 39 62 43 62 45 67 72 46 15 59 29 51 84 33 21 90 11 93 45 21 20 90 65 94 18 52 31 74 94 18 59 69 98 18 37 44
11 98 32 69 65 82 11 11 20 97 35 68 45 69 13 81 54 30 31 95 37 16 20 42 63 72 51 29 12 33 37 86 28 33 27 76 81 52 56 82
58 49 29 42 56 96 27 92 77 74 87 61 24 53 16 67 40 12 74 73 69 82 15 90 92 92 91 81 14 25 10 11 20 68 42 43 88 95 55 54
81 82 42 75 64 42 32 98 80 95 94 18 67 89 87 93 65 80 16 73 45 40 69 57 18 53 49 41 98 84 75 55 77 55 30 34 75 41 20 54
49 75 60 11 67 71 76 10 94 31 97 85 56 85 27 99 68 42 80 30 66 73 30 57 68 34 24 35 36 83 31 67 48 45 21 92 18 58 93 61
40 92 85 25 16 44 71 92 62 84 67 91 38 14 31 80 36 13 58 49 83 13 85 98 55 26 87 16 53 15 62 25 25 48 45 38 37 49 54 39
89 27 32 99 81 28 73 90 72 97 22 20 24 93 27 62 17 52 70 89 91 69 22 35 56 28 60 59 21 28 23 61 79 56 43 49 17 29 25 57
62 81 43 75 25 86 24 48 66 85 66 61 86 49 31 28 70 79 19 71 54 63 70 58 90 95 19 66 48 69 37 17 37 45 40 98 43 40 66 72
19 81 68 49 50 20 28 91 92 16 67 41 67 90 62 43 66 67 86 13 42 39 49 23 87 74 53 51 37 98 55 21 56 61 22 35 82 69 32 41
21 40 83 80 52 69 30 68 95 66 40 29 70 17 28 93 81 19 84 73 95 95 62 35 92 20 43 22 62 20 47 40 21 49 56 95 36 49 98 20
48 76 12 19 58 25 25 31 82 93 30 65 29 14 22 90 91 80 75 55 33 26 44 62 68 58 91 96 31 20 53 52 81 75 65 58 36 86 13 50
14 52 28 91 65 34 31 51 94 55 31 98 62 34 30 15 30 68 68 22 34 30 17 63 85 24 52 84 88 54 90 72 70 68 75 53 40 82 11 90
12 33 23 60 71 78 43 99 70 90 48 43 56 47 55 39 20 61 91 31 56 72 62 48 93 64 61 86 22 58 88 83 72 95 63 95 40 35 52 15
83 29 23 49 16 24 15 35 92 93 70 73 28 21 74 14 82 45 80 36 80 40 60 55 30 89 99 19 11 29 71 51 51 81 53 15 30 67 69 97
95 91 49 39 44 76 80 70 94 39 38 86 28 72 49 91 14 63 73 79 20 10 50 93 26 91 17 64 17 70 67 66 94 69 59 85 93 98 59 27
69 42 40 54 74 74 84 11 98 19 35 35 52 46 12 49 56 22 87 54 21 23 82 41 80 35 49 86 77 72 41 88 35 22 18 40 84 29 24 11
49 57 10 97 82 11 17 56 21 28 69 36 87 95 17 90 41 19 94 45 66 67 21 33 15 36 32 73 62 87 38 92 51 61 36 96 91 68 27 77
58 34 40 40 43 46 59 21 73 84 13 82 98 95 49 95 80 27 41 34 16 17 95 78 63 45 65 46 72 52 53 29 65 16 55 64 75 48 80 56
52 17 32 27 36 42 84 96 92 33 37 22 82 36 94 84 23 39 54 54 58 75 21 76 30 53 91 91 34 14 36 85 28 16 79 86 70 53 82 79
78 71 87 13 70 38 99 56 37 20 76 24 42 33 34 26 68 53 13 10 77 34 43 85 12 32 35 48 74 65 59 40 46 87 50 86 75 98 64 35
20 44 11 85 75 14 11 45 88 26 84 19 99 90 18 92 55 14 19 45 20 43 95 52 85 14 31 63 90 86 25 25 56 72 44 41 62 91 15 51
80 91 22 63 91 11 81 51 84 19 36 50 89 93 95 65 87 58 15 25 36 51 18 12 72 39 94 41 31 86 51 30 67 73 64 27 36 29 56 16
56 49 64 49 49 27 65 83 94 37 81 18 40 23 21 31 20 63 94 89 15 85 16 88 36 28 19 34 32 63 95 97 27 27 42 49 40 44 75 74
48 35 82 21 31 28 74 13 21 34 92 97 95 65 17 89 93 23 34 14 33 94 98 17 92 56 52 33 74 12 70 65 55 30 96 18 23 19 32 44
33 78 29 68 75 36 62 31 80 37 83 54 80 28 95 39 11 97 37 79 21 81 20 35 97 84 48 92 98 87 64 63 74 39 70 14 15 14 84 15
24 36 40 26 27 82 72 44 57 61 89 31 89 51 20 23 33 47 80 24 54 76 57 43 90 23 54 58 43 31 50 73 40 82 85 32 38 80 24 55
36 40 88 51 47 62 41 67 47 33 17 54 77 75 30 28 36 86 72 17 45 49 91 90 99 35 84 39 56 66 57 83 14 54 16 33 81 69 86 36
46 38 49 10 32 87 91 44 51 71 98 54 82 12 41 70 37 78 23 99 23 97 16 70 32 64 13 88 49 17 22 96 49 66 99 81 32 13 33 78

44 14 30 65 91 97 98 24 60 38 11 82 41 82 96 18 84 35 89 50 63 86 55 70 15 22 22 52 69 43 91 21 59 27 58 77 97 41 44 73 84 27 83 27 54 47 81 88 64 76 94 19 45 52 73 19 45 82 44 98 34 56 78 79 84 63 80 35 45 57 82 21 80 68 94 92 36 20 31 82 71 18 69 41 35 28 70 25 32 51 36 82 79 50 45 44 28 85 86 89
80 98 68 36 63 66 62 64 44 68 82 80 47 96 56 97 11 61 53 44 83 96 64 11 20 73 39 98 60 89 11 55 78 73 82 59 80 85 54 91 91 79 76 51 77 51 25 95 97 30 40 67 91 48 65 82 46 92 27 25 51 21 50 59 42 59 33 56 57 39 19 84 82 37 99 86 63 54 49 93 48 50 67 29 60 12 82 44 52 59 22 59 33 43 90 69 36 14 25 73
89 65 84 45 75 92 71 62 26 15 63 86 97 72 90 86 38 56 98 45 23 76 57 60 24 69 42 41 39 47 42 68 12 53 59 55 13 11 60 98 98 26 20 55 37 86 49 49 62 52 53 89 40 80 75 15 67 19 26 38 26 66 83 60 95 65 62 15 72 62 74 81 64 42 31 88 17 94 76 29 68 14 63 42 11 79 18 95 61 21 78 78 41 47 43 35 73 86 44 73
27 32 34 14 99 38 82 42 82 17 95 14 41 28 52 10 87 41 52 73 27 58 72 64 73 66 96 71 26 20 98 50 67 25 84 35 26 89 45 82 15 41 35 20 39 33 36 81 50 20 55 93 54 35 11 28 47 20 86 12 80 70 17 50 34 68 99 82 14 62 49 18 96 68 63 26 84 63 70 18 12 49 38 68 16 91 65 51 58 74 76 44 84 97 12 76 79 42 17 63
34 15 27 33 35 88 52 52 40 64 16 23 79 12 97 20 52 41 70 56 80 41 88 82 98 43 69 17 57 90 12 33 73 62 12 28 64 65 47 55 20 36 57 79 84 97 41 73 92 84 50 40 95 68 93 12 60 24 23 18 67 39 31 76 77 36 22 12 91 63 90 80 39 98 65 81 47 61 54 22 62 92 76 64 42 50 77 76 22 59 25 71 13 78 90 12 52 28 28 58
90 11 35 35 78 79 91 45 64 81 51 12 31 14 65 79 24 73 95 41 19 55 83 96 80 78 26 65 23 61 47 34 70 69 93 91 79 14 18 84 65 83 77 62 13 55 73 55 11 58 40 62 84 27 37 57 26 87 11 15 53 13 97 96 11 16 88 23 22 29 11 38 14 58 88 22 17 68 51 48 90 21 82 98 51 18 67 26 28 49 19 41 24 24 81 41 60 82 39 34
18 87 15 38 98 51 27 20 83 97 71 61 27 65 51 85 33 30 77 69 47 16 36 74 72 11 35 47 38 78 44 63 88 40 82 88 88 61 61 32 39 45 55 26 55 97 22 82 52 22 34 91 61 16 81 61 97 86 64 23 44 78 43 48 94 41 28 87 55 97 79 73 34 54 29 40 74 50 61 75 98 65 27 88 77 62 41 25 79 46 87 32 15 72 62 27 34 43 12 64
78 62 97 59 81 21 58 48 85 76 47 28 26 82 80 43 52 29 19 97 77 11 58 31 92 63 62 56 71 21 93 12 36 44 13 42 30 57 29 76 29 19 60 35 15 27 36 16 65 92 93 31 43 34 75 70 75 70 70 97 83 93 54 24 80 25 60 21 78 34 92 61 55 54 82 50 60 59 29 67 82 27 38 92 40 78 77 53 16 76 65 42 54 32 22 93 27 40 35 55
62 86 44 97 78 94 46 16 48 58 35 19 93 11 75 33 69 80 57 97 15 55 65 69 93 80 81 37 15 78 11 87 21 69 52 21 60 97 11 81 86 99 60 63 11 15 60 14 67 51 11 71 32 26 71 18 78 65 74 63 38 38 52 50 47 20 40 19 55 35 65 37 36 39 96 41 78 65 70 39 51 86 25 44 72 43 60 43 67 55 37 90 36 26 30 55 28 55 60 15
74 42 47 58 54 68 71 94 54 61 83 18 83 13 67 64 25 30 65 78 79 90 72 68 52 90 14 12 10 34 90 70 84 79 38 36 90 67 33 13 24 43 70 72 91 54 59 47 58 94 65 73 93 37 27 54 14 28 29 72 24 82 63 48 88 19 78 55 95 23 15 14 11 29 61 39 81 21 50 16 16 71 23 96 74 26 60 69 78 48 86 62 77 82 65 67 82 76 33 87
63 88 81 35 40 88 29 60 27 82 71 70 51 83 67 21 15 33 22 24 36 95 51 27 45 36 65 24 88 43 11 29 36 35 43 51 94 87 65 81 62 45 33 46 75 31 95 17 24 58 94 80 31 90 34 82 35 82 26 96 81 34 82 98 45 34 94 38 89 76 73 26 38 32 69 33 28 29 87 46 26 59 12 92 41 19 86 41 97 24 46 29 18 92 51 47 28 19 72 55
61 48 73 20 41 86 34 48 19 40 25 88 33 63 81 60 20 19 68 37 25 11 92 95 41 72 98 98 40 17 55 94 56 27 87 26 70 43 57 41 55 31 95 26 35 45 29 50 68 98 88 53 41 39 41 23 76 41 78 62 85 92 48 28 52 22 82 67 55 21 48 82 61 28 49 56 11 32 80 49 18 18 80 52 47 12 70 11 16 38 57 42 94 37 93 82 31 45 98 81
47 66 20 13 98 11 42 52 55 91 66 78 28 40 59 60 36 23 15 64 42 25 58 35 32 58 33 95 42 22 78 40 73 26 56 42 29 53 68 94 82 29 11 86 55 50 98 57 83 67 18 53 60 54 55 31 34 35 65 75 70 39 63 69 25 75 58 55 60 69 85 11 83 70 44 31 53 21 38 50 50 78 56 79 97 71 11 56 85 15 85 10 55 48 71 70 52 28 76 38
15 16 45 53 73 25 27 94 43 80 80 55 94 27 65 69 37 87 43 75 47 77 21 24 69 15 75 44 40 37 59 90 21 83 36 37 70 65 37 28 70 77 77 91 90 56 32 45 92 77 93 86 90 52 98 86 52 15 52 34 53 45 91 19 97 56 59 95 92 35 40 33 47 98 67 28 80 96 56 23 37 97 61 38 53 13 25 95 59 47 93 47 92 16 93 71 40 35 15 58
73 82 22 84 58 59 22 85 85 97 88 97 89 18 21 45 58 46 13 65 12 97 57 90 47 98 42 47 55 45 56 71 53 16 34 45 49 50 58 56 85 10 29 95 44 15 40 83 18 62 24 70 98 21 16 31 38 62 43 50 47 42 15 64 66 28 88 31 85 15 11 77 88 51 91 51 82 29 61 26 34 83 10 67 78 17 85 18 30 92 76 57 88 31 45 11 79 40 57 79
21 57 49 12 94 77 59 69 55 32 10 82 23 97 25 88 20 73 16 32 53 51 72 35 11 73 35 77 18 45 34 33 20 17 21 72 64 96 55 47 73 41 92 55 99 61 25 69 12 26 61 79 37 33 58 86 62 96 36 40 14 31 92 19 89 91 40 23 64 51 11 78 55 94 21 21 40 66 73 76 38 26 85 49 97 87 37 56 50 71 23 53 87 42 87 39 27 30 66 77
95 18 76 91 16 78 38 92 24 48 23 81 72 15 63 18 29 17 89 48 89 20 64 13 21 81 44 73 29 93 73 81 34 45 97 36 79 70 39 15 51 78 57 75 66 76 52 32 37 10 36 13 71 85 41 28 95 28 14 47 23 63 32 97 86 29 38 91 63 30 86 16 27 29 42 33 36 69 85 36 42 55 22 55 67 35 67 11 46 12 56 57 27 31 39 79 13 62 82 74
45 26 74 86 11 95 17 73 25 35 54 69 97 38 67 88 80 95 36 63 10 62 24 14 94 19 65 85 74 78 34 44 44 59 33 73 73 75 94 78 74 75 50 37 90 33 16 23 90 84 73 23 95 86 14 74 32 86 58 79 88 98 14 87 49 82 33 56 20 32 50 60 92 39 22 48 12 62 92 17 58 31 84 74 40 17 32 17 42 32 13 31 28 58 59 26 91 42 63 13
64 40 29 47 36 46 30 11 40 19 44 53 29 27 60 93 44 18 61 89 44 82 38 52 21 14 83 28 57 43 28 55 92 94 18 48 14 39 80 75 35 77 18 84 62 11 38 72 33 82 95 69 61 48 93 90 15 55 41 41 18 13 63 95 54 16 36 57 65 67 16 98 32 82 61 82 28 37 19 90 75 40 82 43 27 79 19 57 81 50 90 55 84 89 54 75 12 66 57 60
59 31 89 96 33 52 47 84 57 16 13 35 52 24 37 57 55 16 68 85 95 18 37 40 78 89 37 94 59 62 85 88 48 61 84 50 18 22 74 94 96 61 33 11 75 15 98 14 39 62 52 51 84 22 19 26 40 39 15 46 85 18 64 49 89 88 83 42 11 11 45 67 34 70 97 15 30 68 91 13 89 53 67 52 42 32 33 45 67 50 50 14 93 62 60 42 79 97 32 55
21 24 10 61 98 84 78 55 84 57 62 65 29 52 32 97 84 22 72 95 16 11 36 60 64 81 87 57 38 95 94 43 78 54 46 89 12 73 12 33 57 48 89 82 88 49 28 88 77 84 27 35 46 82 26 63 55 87 25 24 59 14 31 97 54 38 65 67 68 50 61 53 88 88 55 57 71 41 26 92 44 57 67 83 84 54 95 30 17 46 29 92 69 54 14 52 98 74 19 35
53 62 91 21 37 98 91 11 77 83 28 69 70 76 86 61 38 84 61 63 13 13 70 30 14 50 94 86 89 53 57 50 63 50 14 57 71 84 19 96 54 77 49 95 61 92 12 96 48 33 38 83 80 37 89 86 63 14 21 78 73 63 76 47 96 77 11 11 33 60 31 34 69 75 80 88 44 97 43 53 24 36 95 11 25 16 86 57 22 13 42 76 29 30 32 21 50 92 44 16
42 90 94 88 42 74 68 61 33 14 61 85 11 21 24 43 34 70 94 21 57 79 28 95 10 65 11 30 61 79 73 22 74 81 81 46 85 72 29 49 48 29 72 95 46 73 20 59 18 77 73 39 92 21 26 39 84 90 81 53 44 25 94 21 74 98 50 54 49 97 39 87 18 52 66 83 96 78 91 91 41 27 54 28 11 93 52 70 64 31 13 28 21 35 68 61 12 37 65 28
34 19 62 40 49 92 84 72 34 96 32 59 17 31 88 65 18 77 62 25 31 25 17 75 36 87 27 60 84 54 27 51 56 56 83 67 59 74 50 83 90 37 40 58 18 87 20 59 50 48 83 29 59 78 49 27 93 93 12 32 40 52 97 78 10 50 73 95 40 28 87 66 66 56 22 54 84 52 77 96 23 41 92 94 24 89 72 36 74 42 44 73 23 10 38 21 70 97 49 61
53 78 98 75 75 16 58 20 55 94 37 52 55 27 66 29 82 79 85 98 22 47 40 69 53 12 99 25 65 14 80 21 10 21 24 57 98 77 93 59 57 97 48 61 50 30 77 92 32 39 59 67 15 30 54 73 41 49 63 87 64 30 74 33 56 88 55 24 86 38 65 22 86 84 95 87 24 53 65 95 20 36 73 43 54 66 84 17 37 81 73 34 24 72 90 10 98 76 92 90
36 74 23 50 17 43 96 48 82 53 94 76 66 54 22 72 45 29 59 31 25 78 71 42 38 77 38 16 12 21 76 88 42 85 26 58 69 80 48 54 73 80 24 93 50 99 70 77 54 78 69 53 42 80 53 59 10 35 85 23 52 25 74 36 10 33 89 18 34 84 75 96 25 96 35 11 67 20 40 18 12 51 38 25 68 51 18 42 38 55 19 64 51 23 74 46 82 74 36 17
45 71 73 39 73 54 84 63 24 80 33 17 45 40 53 13 56 41 90 56 86 45 33 97 43 72 76 82 42 87 15 98 83 53 77 42 38 13 68 68 73 90 25 85 20 51 36 81 79 11 20 81 96 67 97 19 56 89 89 67 83 64 43 90 18 46 68 92 77 54 99 52 54 38 73 42 24 98 91 34 19 24 63 42 35 44 26 36 42 17 91 87 64 20 46 64 18 86 12 29
54 26 11 55 85 13 68 39 18 81 12 43 41 25 51 63 70 93 87 61 32 83 60 21 50 55 28 87 83 66 89 84 16 54 27 66 95 87 93 24 77 34 38 70 23 20 62 30 33 51 20 92 29 25 27 58 74 70 86 47 17 49 24 72 11 86 31 84 21 95 86 89 80 88 73 95 95 18 91 41 64 62 64 25 82 60 89 82 62 34 54 43 34 25 85 61 44 67 40 50
19 63 77 45 58 74 80 86 22 19 71 41 97 86 81 10 24 27 67 93 29 67 46 21 47 38 20 31 49 17 80 18 83 14 66 99 96 64 17 22 33 99 63 40 66 45 65 47 87 59 33 80 51 12 93 45 94 80 36 53 98 13 54 81 32 42 55 88 82 80 70 94 47 78 63 23 98 55 70 70 18 19 41 34 32 58 63 24 10 94 87 97 33 35 28 23 27 96 36 63
