100 100
7 -17 -5 5 -6 23 -14 -17 -4 -12 25 1 -16 15 -19 -1 12 25 -4 25 20 -9 19 19 25 23 7 15 -19 -16 -10 9 3 -2 28 -13 21 -9 1 22 17 0 -1 -12 29 25 24 3 -10 23 -12 -17 23 -14 10 19 22 3 2 -9 27 -11 -9 -5 -16 -6 -8 -7 -11 -5 1 -19 2 -1 18 -1 16 12 25 27 16 29 6 29 1 -12 6 7 22 -6 26 19 2 17 5 -10 7 15 -10 14 
-11 16 -18 16 23 19 18 19 -18 -1 25 14 -20 6 0 -9 -18 -8 5 -17 13 1 12 -14 -15 -7 -8 -11 7 -18 20 -2 2 -2 -11 29 -15 8 4 18 1 -13 -20 -20 -19 -14 27 6 29 6 19 -7 -16 -19 17 -1 21 -13 2 3 28 15 26 16 -15 0 -3 14 23 17 -4 9 0 24 15 3 15 -12 -2 -18 -19 2 25 17 18 19 12 10 -10 -10 27 6 -5 18 28 -2 3 -17 1 -7 
9 -4 26 9 -4 24 -10 -12 -11 8 0 15 21 5 1 -9 -18 8 13 -2 -19 -10 15 16 7 14 1 22 20 11 18 -1 14 18 0 11 7 22 -6 3 21 15 -20 18 -15 -6 -17 7 22 2 -7 20 -12 -17 3 14 22 17 3 -8 29 22 5 -20 -4 23 11 25 -17 -12 -12 18 11 16 -2 -5 -11 11 -18 -15 24 0 19 22 -16 -2 8 15 18 24 26 -16 -14 2 24 9 5 -11 25 18 
-6 -7 13 -12 16 -3 -19 16 27 -13 24 16 -17 -11 -11 6 9 -18 -3 -10 15 22 -15 -8 -16 -18 13 -7 -20 12 -4 12 -12 6 -17 17 6 6 2 14 -13 9 -3 -17 7 -12 0 16 29 23 29 -9 -10 -19 17 -2 -20 -3 -5 26 -8 5 -1 1 27 23 25 1 -3 20 -16 4 -13 16 22 -2 2 22 -5 -4 5 26 13 24 -3 -20 -17 -9 -13 22 -18 -8 20 6 9 -20 27 -7 -8 10 
12 5 20 20 28 -14 -3 5 -15 13 6 13 18 16 -19 26 -18 20 -19 25 18 13 -8 19 0 -4 -17 -14 -3 12 -11 14 23 10 -14 28 -14 21 23 28 -13 13 -11 16 18 14 22 7 -20 29 18 -12 -5 15 7 -1 -7 -13 22 -5 25 -8 21 28 -19 22 -3 4 2 3 -10 29 8 20 -12 19 -19 -4 8 0 -19 -8 -6 26 7 -1 29 -8 -16 -5 -15 4 -10 10 14 -2 -1 -16 -8 12 
-11 1 29 -18 21 17 9 26 4 -3 28 17 6 -15 28 -11 -5 13 -16 16 5 -13 -20 -3 7 -4 24 -5 9 -11 -3 21 -13 13 -19 -1 20 25 -19 20 -13 19 -7 12 0 10 12 12 -5 27 8 27 -18 -10 -13 3 28 13 -4 25 19 -16 24 -9 -13 5 4 -19 -5 -16 12 26 -10 -20 6 26 23 10 -12 3 13 -3 -20 24 0 2 0 -17 -15 23 26 4 -13 -17 -2 26 15 16 -9 -10 
-9 15 19 -10 -6 23 21 19 -2 19 22 0 -8 -7 8 21 -8 12 -4 1 -9 24 6 12 19 -4 -3 -6 5 25 28 21 -10 13 -7 0 -18 26 -3 0 -11 14 -16 6 3 12 0 -4 29 -6 -6 26 11 10 11 -10 1 -15 27 -18 1 -4 29 -5 -6 13 27 3 -1 11 9 -6 25 7 -5 9 -6 17 3 -2 24 10 18 11 -12 1 -9 -13 8 5 -2 -12 -12 10 8 28 19 -3 18 17 
-17 4 28 -3 -4 17 -14 24 -14 8 14 0 24 14 -20 24 0 5 -18 -1 19 -20 18 -6 -7 22 15 28 10 13 15 -10 14 -12 -7 8 24 19 -2 -1 -2 23 -19 -18 15 13 21 -11 5 -6 15 4 29 3 6 2 5 23 -20 19 20 9 19 13 29 -17 -5 -1 18 9 14 17 3 7 -5 -19 -19 -18 5 -7 -8 -17 20 -6 21 5 15 1 18 -6 -19 8 22 -8 22 20 25 7 2 -17 
-12 -2 3 -14 24 16 28 -17 26 28 1 -11 22 5 -1 26 -15 12 -4 20 -4 6 -19 17 11 -6 -12 5 19 -18 12 22 5 -6 6 2 28 2 -19 -1 -5 19 -13 1 2 16 2 29 13 -11 18 29 2 6 1 -9 26 2 -3 -10 2 13 -12 -10 -9 13 23 25 17 -14 23 -15 -4 -6 -7 3 25 -3 -13 16 9 19 24 -11 -14 21 -5 3 -12 -16 -4 -18 6 20 20 13 28 22 17 -14 
1 20 9 16 13 10 3 -20 15 14 29 0 16 20 -12 22 -8 -17 -11 -7 12 -20 -14 5 -2 13 12 -13 -9 2 19 7 -15 9 14 3 -12 29 29 18 17 -7 -1 4 -9 4 -14 6 -15 24 -19 -16 -20 -5 -3 18 17 -19 3 4 -17 28 2 -17 29 21 0 -13 15 24 -19 22 7 4 23 -20 27 23 -4 -20 25 0 -11 -12 -3 16 16 -17 -8 -5 8 -16 25 16 24 29 -3 1 -10 -13 
4 -18 6 -15 -6 20 -4 21 -16 -11 -5 27 26 -14 -3 17 1 -12 -13 -4 27 -5 14 25 14 -5 2 29 9 -9 26 -5 11 22 -12 -13 28 -20 -6 18 7 17 10 -3 12 -19 -2 25 7 27 11 21 6 22 21 -6 23 24 -13 0 -20 22 -17 17 15 19 27 -4 9 -5 19 -6 18 17 19 -19 27 26 22 19 11 0 24 14 -15 22 8 14 0 -8 18 8 -18 -14 8 -3 17 11 2 21 
12 -4 27 26 -14 9 -19 -10 29 16 -9 -10 -3 -4 -8 1 -16 -15 -16 -17 18 6 19 -15 8 -14 -6 -6 5 -11 16 12 23 -1 -17 2 16 10 23 -20 12 18 -10 -2 10 24 17 23 23 16 -11 -19 3 1 3 9 -9 -16 9 -4 -18 28 28 -18 -12 11 2 25 20 2 26 29 -18 24 12 10 29 5 26 -10 27 -10 22 10 29 12 -3 -17 25 21 -12 -1 2 -18 -13 6 -13 -10 14 -12 
6 7 2 -7 1 13 23 26 24 -2 -2 28 11 3 10 29 -18 -12 0 -17 9 21 13 -2 3 17 22 13 26 -9 -11 -9 -19 6 18 22 22 7 17 21 7 20 -11 -8 -5 20 15 3 -13 -7 21 3 0 -11 -13 -9 -17 23 -12 9 29 -18 -11 20 -19 13 -14 22 20 3 -17 -18 28 29 23 16 7 21 -17 20 -11 6 -19 -8 -9 -17 19 24 7 1 18 10 3 7 2 8 -10 22 -20 16 
10 13 5 6 0 -15 -13 22 20 -18 -9 8 1 21 -15 -17 7 25 15 -17 -14 8 -7 16 -9 -4 -16 21 3 21 8 -19 22 14 -3 16 -3 13 -4 12 -1 29 -2 -8 -11 5 23 -7 7 0 -20 23 10 10 23 17 -3 -2 16 -8 1 21 -6 -11 0 15 -3 2 25 -8 -20 6 -9 -7 23 4 1 11 9 10 7 24 6 2 -8 24 13 6 0 -19 6 -8 16 25 -2 -4 -4 -15 28 16 
1 -20 -9 -7 23 -20 12 18 27 24 26 19 -7 5 -17 11 -6 -9 -16 9 -19 26 -8 27 -17 -14 20 13 -8 26 1 25 1 -8 -13 24 -1 -4 2 0 17 3 6 20 -17 -18 11 27 -3 9 7 -11 25 2 5 -15 24 -7 24 14 -12 14 -10 19 27 16 -9 23 5 23 6 -6 29 -10 1 -11 -19 -11 17 13 -8 -10 -12 3 -16 -12 -11 27 16 -20 11 -5 29 -15 -9 18 -19 -19 -14 2 
-11 19 -14 15 20 8 27 -3 -9 -19 28 26 22 8 20 1 -7 23 22 24 -12 10 -14 27 19 1 29 -5 3 11 -5 -4 7 8 22 11 7 -16 -7 25 -7 16 -20 -12 9 -8 5 8 4 -4 -17 -3 27 20 -9 25 -6 8 -5 4 21 -2 28 25 -9 16 26 -12 -15 28 11 26 -5 14 17 17 9 -6 -4 16 -5 23 1 -7 17 19 -19 29 0 -16 22 0 23 15 -12 16 7 14 0 -18 
-18 -2 4 -10 16 9 8 -11 4 27 -3 10 5 -19 -3 25 -11 -3 7 -5 12 9 -4 21 15 26 -15 5 22 -1 23 20 -7 25 -14 -4 20 6 3 24 15 -11 12 27 13 4 26 1 14 24 2 1 1 -12 12 -3 28 22 -5 -10 16 -9 14 27 -2 4 8 -10 -12 -13 7 -7 -6 -11 17 -17 -13 6 -15 -16 -7 -16 -20 -6 -19 -18 5 -17 1 14 -8 23 -1 9 23 -11 -1 -7 0 18 
27 16 7 25 16 20 22 -3 1 -11 14 -6 -6 -19 -1 5 -7 -4 8 -18 19 -14 2 -8 2 -9 28 -9 5 22 26 25 3 -13 4 -18 -10 6 23 -1 23 -8 22 17 -10 -15 -13 11 15 -12 28 14 -2 -5 20 9 6 5 11 20 -6 -16 -17 0 18 7 -3 16 -5 11 -3 1 25 17 -14 25 16 29 -10 14 -19 -20 29 -2 26 24 27 27 8 -18 -2 -7 6 28 21 8 28 -4 25 -17 
-15 -6 -11 -19 14 -3 11 -8 -19 29 29 16 -17 -12 13 -19 2 0 19 -8 15 -15 13 -1 5 -19 20 6 22 -13 20 -1 -10 -14 0 14 -3 23 3 17 4 28 23 -11 2 0 -18 12 -11 6 16 -9 27 -12 21 -7 5 1 22 -3 29 16 17 9 17 -19 -1 8 17 28 7 -2 -15 -18 27 -8 23 -19 -12 20 -1 -2 15 1 17 10 -6 -12 25 -9 26 -11 5 26 -20 -6 -10 -8 26 -2 
10 5 25 -9 21 29 -8 -5 10 -14 -12 16 4 -13 28 5 9 17 -3 20 -17 5 25 20 28 21 -17 9 20 -16 6 24 -15 -7 24 5 1 -15 15 17 -17 13 17 27 -3 19 14 16 9 -17 4 -11 7 29 18 22 7 11 -14 27 -10 4 11 -10 -14 -11 1 19 -8 12 20 1 -5 2 17 19 -3 24 10 -14 7 22 3 -19 -19 -2 6 -10 14 22 20 18 5 26 15 17 27 24 -11 5 
2 9 10 -11 6 1 6 -7 24 12 -19 23 -1 11 -6 -14 1 21 -19 8 -14 -18 -5 11 -16 1 -5 16 29 -14 5 -17 -14 -3 18 -1 29 27 0 -19 17 -7 13 25 23 9 22 -19 -15 -7 3 0 -5 -10 24 -4 28 8 -17 24 -8 7 11 22 -18 19 3 2 3 9 -7 12 9 27 17 -1 17 5 -13 -6 24 25 -4 -15 -2 -2 18 -15 20 26 7 -8 -16 -11 -9 -19 -17 -4 6 6 
1 -10 -5 4 25 15 -11 -10 14 23 18 -12 23 -7 12 -19 19 13 11 21 -8 14 18 22 -11 -20 -19 10 5 19 11 21 -11 -2 11 -17 -15 29 0 -14 10 -7 -16 5 -18 3 -5 28 -7 -12 27 -8 -5 21 4 7 14 20 -19 -10 14 0 16 -19 -2 9 0 -19 11 1 8 18 4 25 -11 10 -7 -5 -9 -10 16 7 15 -16 29 17 5 -18 -3 -3 19 -5 -12 -17 -15 4 -19 -14 18 21 
-4 -18 -14 -1 -4 -13 -15 4 -4 0 29 -11 27 7 1 16 -1 5 18 -3 -11 15 9 17 8 1 28 9 -14 -2 -2 21 -20 26 -11 15 18 16 -20 24 6 23 27 1 -19 15 -11 4 -3 6 26 -13 22 23 14 24 -4 28 17 -16 10 2 27 21 -9 -19 -1 -7 20 5 -17 7 24 0 2 15 -5 12 14 -10 2 29 2 7 3 4 -5 -6 22 7 26 -15 -5 3 4 -13 -11 -14 -4 -1 
-5 28 -7 29 5 21 10 -15 -5 10 28 21 -16 7 2 -4 14 1 -8 22 -15 3 8 -17 4 23 12 22 -3 -18 25 20 -18 -7 19 26 8 -2 25 -7 -18 19 -11 14 17 -20 23 29 -10 15 9 -19 13 15 -12 23 13 22 13 -8 26 5 9 6 19 8 9 20 0 -10 -1 -8 -16 -12 19 9 9 19 -9 -14 29 -4 17 -2 -7 26 25 -11 7 9 -9 14 14 4 17 7 -6 17 0 -8 
24 -10 -20 -20 5 -7 -15 -19 15 -19 -11 -2 28 7 29 9 -19 17 9 9 -18 3 0 -20 -18 -10 -1 -10 7 -2 13 -20 -13 1 19 -7 15 25 9 -5 28 27 21 1 13 5 -18 17 29 21 10 14 -8 29 -4 29 -14 23 27 13 -18 11 6 0 23 26 17 11 14 23 15 -2 -3 10 22 24 6 0 4 -11 -3 22 15 28 24 -10 17 13 6 4 15 -17 4 1 -6 25 -14 13 -2 26 
18 18 -15 -6 18 3 9 6 -12 13 29 12 -3 17 -10 -15 -17 25 -16 1 5 6 5 25 9 4 -15 9 9 -11 2 -5 -14 21 -8 24 26 -3 25 14 -2 -9 13 -16 22 11 -12 6 14 -2 22 23 -8 12 14 -20 -12 25 25 -3 -11 -1 -5 6 -3 3 11 -6 -10 -18 13 13 -11 -6 -18 -20 -17 2 -12 -7 22 20 16 2 -1 -13 27 21 22 12 2 22 24 -7 14 1 29 9 21 -6 
-2 -3 0 -1 1 12 21 -19 5 9 6 12 25 -3 -1 -10 18 -3 -10 11 -7 1 -15 -1 3 13 12 -8 13 -3 -17 -15 -6 -13 -6 -6 -15 -4 -16 -17 -18 -12 16 14 17 29 14 -12 20 23 26 -10 -11 10 -2 14 11 13 7 16 -1 14 27 12 5 -4 16 17 28 23 19 13 27 15 -2 16 -6 -11 17 21 -13 11 -12 4 -16 14 1 -10 3 4 1 -18 1 16 11 19 -5 -8 4 -6 
8 -13 19 21 9 7 4 23 28 8 -17 2 21 -12 24 18 -10 -3 -9 -12 28 3 -2 13 -18 -12 8 14 -17 -3 -9 26 1 -3 9 28 2 8 13 16 5 10 3 -12 14 17 -9 -3 -20 26 -3 -3 -11 -12 5 15 15 21 26 -9 22 25 25 -19 2 18 -2 15 -5 25 20 11 -12 29 -12 -16 -4 -20 -5 1 -2 -5 -2 15 -15 3 -11 5 7 9 21 24 0 -2 -6 0 -19 -16 1 -18 
25 15 -17 7 -1 11 5 29 6 -1 26 0 5 11 29 12 11 -5 -15 -1 24 26 -4 28 -19 -11 7 9 13 22 -7 27 -20 -10 16 12 -7 22 5 -9 -3 -15 -13 -14 2 8 19 16 22 2 1 -10 4 -16 -3 11 -2 5 19 -5 4 7 -13 17 23 19 15 -15 5 4 20 11 3 9 11 -7 -9 10 27 -16 26 -8 1 -5 -1 -12 12 29 4 0 10 2 2 -7 10 -17 -17 -18 5 0 
24 22 -8 7 -9 20 9 -3 -8 11 20 -18 -16 -13 9 15 26 28 29 -1 -1 -12 -3 1 14 -8 15 -3 -17 -8 26 -6 5 -17 -2 15 -7 27 19 16 -8 5 -10 0 20 28 7 -4 2 -7 27 -17 -19 14 4 4 -12 -3 19 14 17 -16 26 19 28 3 -11 11 15 6 21 -7 -8 4 -18 13 -4 20 18 29 -1 17 13 24 -14 0 -4 -5 -12 26 20 -18 9 0 26 -19 -19 29 18 -1 
17 -9 2 12 -15 -6 21 -11 16 13 12 -6 0 8 19 23 -19 -3 6 -8 -15 2 27 -14 5 -1 17 19 22 6 -7 -11 13 6 25 8 -18 21 25 -12 -19 -13 11 20 28 4 2 23 20 4 3 26 10 6 -5 -1 22 7 9 6 18 5 25 19 -14 6 -6 27 2 7 21 15 26 24 -18 -20 22 13 24 -5 -6 10 0 -2 -11 9 -20 19 27 22 -20 -8 10 14 1 29 -12 -18 -7 -17 
21 25 10 20 -12 28 -12 7 13 18 24 28 23 5 3 21 28 -13 3 -5 -14 8 12 -7 1 7 -19 22 -9 24 15 9 -6 -17 16 7 0 22 14 4 -14 27 22 -14 -14 9 -20 29 27 -6 18 -13 8 -5 -7 14 16 -17 28 26 -12 -2 8 -18 25 -11 10 -12 5 3 17 -8 3 -7 -8 13 -4 28 29 -18 16 19 24 23 18 6 21 29 -19 4 -16 -5 -17 -14 -1 7 9 -4 27 -17 
-6 -9 -14 -11 -18 10 -3 -8 0 -18 19 1 -2 -20 18 -17 -15 -19 28 24 -5 16 -2 -4 -6 15 -9 13 -1 -16 4 -18 0 28 21 5 -13 -5 7 -13 24 18 27 19 -1 -20 -10 29 9 25 10 17 15 -12 -6 -17 26 -12 -17 -11 12 28 8 25 18 17 23 -11 -16 27 -19 27 -12 -20 -5 25 18 26 6 4 -13 17 -18 27 -20 28 -13 13 -8 8 -5 23 -3 2 -11 -19 -9 3 1 8 
-11 -19 4 -1 15 -9 -3 22 11 -5 10 -10 -4 16 -15 19 12 9 -7 -8 1 21 27 20 -7 28 -17 5 22 16 26 3 -7 8 -18 22 -6 -5 4 -6 18 23 17 -18 -4 6 25 6 21 16 24 1 10 -9 -5 -20 25 -15 -6 27 13 10 10 -20 12 2 6 15 4 9 11 14 -18 14 -15 -6 26 2 28 14 3 -16 -1 11 26 -18 16 12 12 -4 15 -4 27 -2 3 22 21 -15 13 20 
24 25 16 1 28 -11 2 27 -15 -8 10 23 2 -15 17 18 9 4 4 -18 7 -20 -11 -13 28 29 -2 -6 -4 -14 17 -17 -3 4 19 -8 29 -19 17 -5 2 14 -4 -4 -11 15 3 17 25 29 10 13 1 28 9 0 -14 5 1 15 19 -9 -5 10 -17 3 8 24 11 27 20 -11 20 21 -11 18 -9 -15 18 -17 13 21 12 3 -11 17 18 8 -15 27 4 10 -7 0 22 8 8 -15 -1 -12 
8 -2 -19 23 -1 16 -15 9 16 17 2 28 -18 7 -3 15 13 21 -3 27 -8 19 -13 4 -4 23 3 4 5 18 1 -6 -9 -19 24 5 8 -20 -3 10 2 4 -6 -1 28 -2 2 -5 28 17 -19 8 -18 -10 13 -10 17 -20 -14 22 -2 -12 18 26 3 3 -13 7 -12 22 2 8 17 14 14 3 19 21 18 19 20 -4 -17 10 -10 16 2 14 -14 11 2 6 26 18 29 28 -20 27 9 19 
6 -17 -5 2 11 12 -5 -18 10 7 -1 -15 7 -4 8 26 18 28 -9 -8 -9 24 15 24 2 16 -11 -8 -7 3 -2 11 11 -2 25 15 -10 19 11 4 -7 -4 1 -9 23 6 13 29 6 -13 8 -19 -7 25 -18 4 -7 -18 7 3 12 20 -14 21 -2 -19 9 25 10 0 17 -7 -1 -19 7 -13 5 2 -18 -7 21 -15 -19 2 7 15 9 -13 -3 25 -12 3 -14 15 -15 -17 -18 5 3 17 
-14 -16 11 4 -10 -8 -20 13 -6 19 1 -11 -12 18 5 26 26 21 -14 9 7 -16 -14 13 3 25 -7 15 5 -16 10 -7 -2 -20 19 -5 11 21 14 27 15 2 18 7 -6 -20 -12 18 -9 -13 29 -13 -3 -15 5 6 22 -6 20 10 3 9 -17 -19 12 -18 -20 20 8 7 9 -1 21 -17 6 -16 1 20 23 7 -8 -19 5 3 -13 28 -8 2 25 20 -5 -9 -20 -16 -14 -4 -12 28 12 9 
1 26 4 -8 9 14 18 13 -2 -14 8 28 -3 4 -15 16 0 -19 -8 10 25 12 -1 5 0 -4 -14 8 23 -5 -9 -13 3 -15 23 4 7 -15 -15 15 20 29 -19 29 21 12 12 12 13 -10 -12 -1 8 -13 -4 -17 -3 -8 17 -18 -18 24 -6 12 -16 11 -16 -5 22 -14 16 18 -15 28 20 28 0 -3 6 19 2 -11 22 7 -19 -17 6 3 14 11 11 19 -11 -6 6 -1 23 20 27 13 
-17 1 5 -7 4 20 10 23 -17 25 24 -10 -16 -11 -15 -5 7 21 -16 5 -5 0 12 -9 -11 12 29 -10 -19 8 9 14 29 3 -17 8 15 26 -9 0 22 14 9 -9 16 -20 -2 -1 -14 -5 12 28 -1 24 -19 13 -6 -5 -6 -4 -12 -16 -13 28 16 8 15 16 17 2 -12 -15 -2 18 4 11 -9 28 -16 2 -14 0 8 12 28 -8 29 24 18 -5 -12 -4 -1 -19 -12 11 13 23 -8 -1 
-4 20 -7 17 5 -17 21 -2 19 1 28 2 4 5 -1 -2 26 18 0 2 13 16 11 -15 15 2 16 -14 -16 4 22 10 -20 10 29 16 -14 20 -6 -2 -15 25 22 1 3 -7 16 27 20 -20 -2 -17 -18 9 27 3 -6 18 -20 -15 29 -14 -9 -6 -4 16 -17 28 29 19 5 -2 -2 -15 -8 6 14 18 25 1 -20 17 0 -5 3 19 -8 -19 17 28 6 9 -19 16 5 -18 21 11 7 -4 
23 29 9 24 12 15 7 17 17 21 2 5 18 18 -8 -14 1 14 1 21 -4 -3 22 17 -8 18 27 -9 7 18 11 15 6 5 7 18 29 19 10 25 12 -7 29 -3 15 18 -4 -4 -6 -1 -16 -7 9 13 20 10 19 -4 -20 26 13 27 10 -6 -13 17 26 24 9 -20 -3 2 3 -18 0 11 6 17 27 12 -10 29 15 28 -2 14 -6 28 26 5 18 -11 -16 17 -1 21 13 18 17 -5 
-15 5 -18 -19 10 29 1 9 6 -10 6 16 -2 28 29 20 -8 8 10 27 17 11 -18 18 29 25 24 -18 22 13 -19 8 0 17 -2 25 24 19 2 -6 27 12 22 13 0 -20 0 13 23 12 10 -1 -1 28 28 22 26 -7 11 -6 25 4 20 28 -17 -14 -18 21 21 -6 11 28 -14 28 -1 14 6 19 -3 -19 24 -9 22 19 29 -2 4 -6 24 0 -2 -3 -10 20 -20 -4 23 1 -4 -20 
-17 3 2 27 13 16 -4 -19 -17 18 20 4 -6 -8 5 23 3 3 -20 10 -10 22 -2 26 17 -5 12 7 -10 -13 -2 -16 -7 -16 -14 5 6 29 -14 29 25 0 9 18 -7 -17 3 20 1 16 -2 -6 7 -17 -6 -17 16 21 28 28 -4 -15 -20 -3 -19 26 6 -13 -1 28 28 -3 20 -13 -5 8 20 -6 14 -9 14 23 -10 8 29 11 -11 11 26 -18 -19 -16 2 7 -11 24 -6 -15 -17 -11 
25 0 -14 -13 2 4 17 -7 15 0 26 -19 15 2 12 22 25 3 25 -20 -16 26 23 26 3 -11 14 -2 -6 26 9 -12 11 -10 -18 16 24 10 -2 29 -6 13 4 5 28 5 -20 -7 27 12 -10 -12 12 -2 -3 4 -16 -12 -7 24 -18 14 -15 5 -17 -5 -5 -17 2 -14 -5 5 -17 7 17 7 -20 6 11 18 24 14 5 1 -9 1 -8 3 27 -4 -12 -13 27 -17 27 15 -7 3 12 -15 
27 14 -13 8 9 16 -16 22 -18 5 21 -3 18 3 -16 13 10 13 0 -13 -20 19 25 24 -18 3 14 -11 25 29 0 2 1 24 18 24 9 12 8 13 0 13 3 5 23 -2 -19 -11 2 -8 23 2 10 21 -6 21 -7 -4 -9 15 8 -8 -9 -14 -17 22 14 -6 -18 25 1 19 12 -8 20 -1 27 -8 -20 24 15 -19 -19 14 8 -11 -13 -14 18 8 8 25 25 7 -15 -8 17 22 6 23 
15 27 -9 -2 -5 -1 9 12 -12 -2 -8 12 -7 -16 6 7 29 19 -16 18 -16 6 -18 23 -3 10 -7 6 19 28 -7 27 23 22 24 10 22 3 3 29 2 -7 -8 24 -17 9 -3 19 29 -14 -4 20 4 22 22 8 -17 18 17 17 15 -9 2 -19 14 -19 15 -17 -7 -14 9 15 21 -1 14 2 -18 -20 23 3 6 -2 28 11 16 -8 1 -7 -3 18 -3 29 -15 7 13 -7 -13 14 3 26 
11 19 -16 -11 1 1 28 12 15 25 21 12 20 26 -6 -6 24 -13 14 -12 8 -3 6 12 23 21 29 5 -8 -6 4 27 -12 -1 -1 11 3 22 24 -12 -14 -7 -14 24 8 -7 1 5 -14 21 6 -16 -12 -12 22 -1 6 -12 6 -20 -6 -16 4 1 10 27 12 -13 -15 2 -13 -17 -13 3 1 -6 -12 23 -18 18 29 -2 23 11 3 -11 16 6 3 9 -15 2 27 -18 18 13 -3 -20 -5 14 
