100 50
-8 2 -19 20 9 -8 -6 -17 29 21 14 -16 -16 15 -8 24 -14 5 9 -16 23 23 -9 25 6 19 10 9 -3 13 29 29 -16 17 -8 -5 27 0 20 -9 0 20 16 9 20 27 12 -1 -6 18 
-16 7 -2 23 23 19 -5 -16 3 -11 17 14 -1 -3 19 11 19 -11 -17 -11 16 2 28 28 6 15 -7 8 -11 8 -17 -16 23 0 -2 27 27 7 25 -3 6 -18 -9 -16 16 -20 -19 -8 -14 27 
-12 3 12 -9 14 17 20 -3 -10 8 -17 14 4 -2 24 -8 17 -13 9 -9 -9 -6 1 23 -2 -17 -8 24 11 -15 25 -9 -15 14 1 -10 -20 -7 -14 -8 21 7 -6 -12 7 4 -12 -8 9 6 
26 -20 16 17 13 -6 -10 -6 18 10 4 -11 -9 12 -5 -3 11 29 -1 -3 -16 -2 29 13 -10 2 -18 -14 15 21 27 22 13 8 13 27 13 -14 22 14 -19 26 25 -20 23 15 -2 4 23 -5 
18 9 22 2 26 -11 -17 -18 0 9 15 -2 -13 -20 -17 17 9 -8 -14 25 15 28 17 27 -20 -10 -7 17 19 8 14 15 11 -12 15 -1 -16 26 -16 -1 -18 -12 10 -18 26 18 -17 24 28 -20 
16 17 -19 -13 -1 7 10 -2 28 -3 -5 26 3 -5 -20 -3 -2 1 7 29 -9 17 -4 9 -10 10 20 20 17 3 4 -6 15 4 -2 6 -7 9 3 -11 17 -7 28 16 23 -16 -6 -15 -12 -17 
-19 22 -18 -6 -14 -11 27 25 16 2 7 -14 22 2 8 29 -2 -4 1 16 -2 11 14 6 -1 3 13 -15 -6 -8 19 9 10 4 18 -8 23 -16 17 -20 -8 19 -14 5 28 19 22 -2 7 -11 
19 6 28 21 25 9 27 -15 -14 -11 7 -18 16 20 27 10 -2 29 20 -8 -17 -7 -15 27 -5 -10 13 -5 -9 10 -20 11 17 29 -7 -15 14 14 16 12 3 -14 -20 7 15 8 23 24 14 7 
-10 12 25 16 -13 -12 1 28 12 -13 11 2 14 -9 5 28 -8 -17 16 -14 22 -12 10 9 22 -19 23 27 -6 16 -18 -10 28 -19 4 -10 -5 8 1 25 23 7 0 23 -20 -19 20 27 -14 -4 
27 6 8 4 29 -18 14 17 8 23 17 -20 24 26 28 -19 -11 11 16 22 -19 -6 25 17 -8 2 -12 -8 28 12 -19 18 -20 -12 -4 9 -9 -8 4 -5 -14 -10 20 10 10 -3 2 -11 -8 1 
-19 17 -3 8 11 27 -12 -8 -18 4 -18 -2 -4 -14 6 -8 6 29 26 -18 18 1 -3 -1 -1 -5 -19 5 -9 10 23 28 14 -11 11 -11 24 -6 -3 5 16 10 -9 20 5 -8 14 -9 -2 11 
9 14 2 -3 19 -18 -13 -9 -1 14 9 27 29 10 4 -10 9 9 -12 -5 5 -9 -17 4 22 3 29 23 -1 27 4 -4 16 0 23 23 23 1 -17 -11 -19 22 15 -3 27 10 -17 8 -6 25 
26 -6 20 11 8 -19 26 12 -16 2 -18 29 21 7 18 -17 23 -10 7 25 12 9 4 16 -16 5 28 27 22 -5 13 -12 -11 14 28 14 6 -15 17 -1 -8 5 18 19 -6 0 2 6 -19 -13 
25 -9 -17 29 6 -5 29 20 16 24 -5 -10 17 -8 29 -16 -10 6 17 -5 -19 -14 15 13 12 -12 -18 10 -3 7 3 -18 -4 1 5 28 -20 27 26 26 3 -14 2 -14 18 -4 29 11 12 -12 
24 3 -16 -3 -17 1 18 16 7 -2 10 -11 -13 -1 7 26 9 14 26 7 2 -3 -19 5 21 8 -5 -19 1 28 6 17 -7 16 21 19 -14 -14 -13 -4 29 28 -9 -17 -3 18 9 -20 26 16 
19 -7 -15 -18 13 -3 -7 3 9 7 28 -16 -8 9 28 0 6 -10 2 -11 7 -12 15 6 -8 6 25 -6 -17 -7 16 22 -1 1 23 7 -4 -4 11 -13 27 8 26 -15 -10 -9 3 -18 14 19 
-10 28 14 28 13 17 25 17 6 -17 -2 18 28 11 -19 -7 14 12 -7 24 -16 13 10 -14 4 11 -14 -18 14 28 21 25 11 -14 3 -9 -1 -4 -20 16 3 19 9 28 20 -8 3 11 6 29 
8 14 -6 -19 29 13 8 7 -15 26 8 0 26 8 18 25 -5 -13 9 2 -4 -17 -11 -2 -4 -14 9 -9 1 -2 11 11 21 3 25 -18 11 29 -1 9 17 11 28 26 25 15 -15 6 0 7 
1 -12 12 -11 7 -10 -18 9 -17 19 8 -2 12 4 0 13 -11 7 25 22 21 16 -20 -12 -17 -13 -12 14 10 -11 19 28 25 -8 24 -4 10 15 21 28 11 -13 -12 -7 5 20 15 -16 -15 -6 
-14 -14 7 -17 -11 2 14 -19 13 1 -20 -1 6 0 -8 2 -17 19 22 -11 21 -12 -13 14 -14 -11 10 27 -14 29 -1 -16 25 0 -1 -19 20 21 19 3 -11 -17 -3 17 -11 -7 -9 -11 13 21 
4 -7 11 6 5 24 26 -19 -11 -2 -15 -8 3 26 -12 25 16 14 26 -18 -3 22 23 -1 26 8 18 8 -7 7 15 2 -5 24 16 2 3 -18 -17 -10 -5 -14 8 -2 5 4 16 -13 29 -9 
20 13 20 -15 26 -11 10 -9 -10 9 1 29 15 -8 -19 -16 -15 -16 0 -2 13 -12 -3 24 7 2 7 18 -4 14 25 -11 -10 29 17 12 15 -6 -16 9 5 4 17 -7 13 -7 -18 -9 17 -11 
21 -20 16 -10 18 12 29 28 15 11 25 -4 18 25 -11 6 -6 14 25 -6 28 4 9 29 13 25 22 19 23 8 2 -9 2 -12 29 23 -5 3 6 28 24 22 1 24 -20 8 0 -11 8 10 
27 8 -9 10 -13 6 26 -3 -4 21 -11 3 8 -20 -3 8 -19 17 -7 -20 12 -17 20 -7 18 21 -18 18 24 22 18 -1 23 29 9 8 24 23 14 22 -5 -2 -13 -20 14 28 8 10 -20 -5 
19 -20 4 20 8 15 -13 -8 -19 9 19 -3 10 27 8 -3 29 -2 11 3 5 -12 2 -8 4 -1 4 15 17 -15 29 -17 16 3 -19 -12 -5 -9 -8 -11 -20 -5 24 -2 12 -1 -18 2 24 -15 
22 -3 -8 26 12 -10 22 15 4 -7 4 27 24 23 -20 1 20 -19 24 24 3 -13 -5 -10 -11 6 -12 1 -19 24 4 5 -13 25 -3 -17 -19 28 -12 -8 24 -8 -15 22 7 9 -8 12 -7 -17 
28 -12 15 29 12 8 -17 18 14 3 19 -6 0 25 19 -3 9 7 21 -10 8 0 22 18 27 -7 16 -10 0 -6 7 23 -18 -6 -3 -12 -9 -3 22 -18 -7 14 24 14 1 20 17 -18 8 -13 
20 -9 -7 28 8 5 25 3 5 28 -7 15 1 -8 20 13 -13 26 22 -17 4 9 20 -20 24 -5 -11 13 17 5 26 2 26 -4 28 27 -2 -7 5 27 -8 28 21 -1 -16 -9 0 4 20 27 
24 11 -8 -11 10 15 10 26 -7 -19 5 0 -5 29 2 6 9 -18 2 26 23 -7 -6 -15 16 -8 8 27 7 3 5 -20 1 -5 -20 27 5 -9 17 -2 28 12 3 18 5 21 13 28 -18 15 
-6 20 -16 11 14 21 10 -6 9 14 18 0 10 13 -19 -19 1 20 -15 27 -10 6 20 26 9 2 25 -12 -14 -3 1 10 14 0 19 -18 -17 7 -14 17 19 -7 9 8 17 26 -17 4 -3 13 
-6 26 8 28 18 17 22 -14 -15 -9 26 11 6 -3 18 -10 8 -7 -9 12 12 -12 29 -2 12 14 21 7 10 23 -2 22 26 -2 -18 -11 -9 14 26 24 10 19 5 5 15 -8 28 -13 23 -3 
-16 2 9 -20 -4 2 -6 5 7 -5 26 -2 7 3 9 -10 0 -12 -9 -13 24 13 2 -4 -2 22 -17 11 19 -6 11 -11 9 19 -13 13 -3 -9 -7 -5 8 -3 5 -2 16 -1 20 -8 -12 7 
5 9 -14 20 10 0 8 8 -19 25 -10 -20 7 15 -11 5 -8 12 17 -17 1 15 -2 3 -19 -6 9 -18 -16 -8 -11 21 -16 7 -16 -5 5 15 21 28 6 17 -11 8 16 13 -18 1 4 24 
15 -11 28 -12 20 15 6 -11 28 -9 -20 -3 9 -9 3 -5 -15 11 -5 6 -1 29 6 -16 -3 0 -15 -12 10 5 21 -13 -13 9 12 17 24 22 12 23 1 -8 10 14 20 9 27 -3 0 -8 
6 -7 2 17 -10 29 -5 28 16 13 11 -6 -13 -19 -17 16 -11 -3 19 23 -20 7 29 21 27 29 -17 -4 -13 -5 -2 -4 -4 -17 4 18 7 18 -20 -4 -17 -10 25 10 2 -3 5 -14 -19 23 
16 -6 -19 10 25 18 16 -7 2 27 -7 24 14 -6 24 -20 4 -5 22 22 14 13 -8 9 21 -1 7 -10 18 -14 15 27 18 -11 28 11 -12 -4 -12 -1 27 -19 -4 9 -18 -19 -3 18 -12 14 
-17 25 29 -18 -19 10 16 -13 5 3 13 -11 26 21 1 17 -17 21 27 -4 18 -20 4 22 8 3 -20 -1 21 -13 23 -7 -19 -3 5 -1 -9 4 -20 11 -5 -17 -13 25 2 12 28 21 27 -3 
10 26 24 -10 26 18 17 -20 12 -1 16 23 26 0 5 14 21 27 3 4 -6 -16 -10 -17 6 -11 7 -11 -11 -3 -15 -9 24 24 -13 22 5 0 -14 -19 -4 26 11 3 -16 10 25 -6 -17 7 
2 28 18 20 5 3 5 0 3 -13 -16 -2 -14 12 20 -18 2 -5 -15 19 15 25 10 3 16 1 -17 14 20 -19 8 29 1 -10 -6 21 12 12 16 23 -6 11 13 15 0 -7 -4 -8 29 -9 
7 9 8 18 6 13 20 21 5 -3 17 3 -2 -1 24 26 -1 26 -8 19 18 18 0 3 -13 3 10 21 -4 -16 24 -2 -5 23 -15 -9 6 -7 -17 -1 1 -15 19 27 9 22 29 -18 21 -17 
8 -1 -11 7 3 19 23 11 27 4 11 -3 -18 23 -16 -16 -6 25 27 4 -12 -1 -18 -12 -10 -20 10 -5 16 5 28 -9 16 -14 8 18 -5 18 15 27 -15 13 11 29 -14 17 6 -8 25 -11 
28 -16 28 27 -10 23 -8 9 14 -8 6 -3 27 7 9 -10 23 27 -11 11 18 29 -19 3 18 -4 23 16 -13 -16 26 -3 18 -2 1 -7 10 -18 -2 17 13 23 17 -13 0 26 27 17 4 -17 
6 27 28 28 16 0 -8 26 18 23 22 26 -1 -3 15 -5 3 -5 4 28 -6 0 5 -6 20 10 23 29 -11 22 9 -9 29 -3 25 19 -12 -16 6 26 -14 -18 22 2 -19 29 -14 9 -13 -6 
21 -5 10 6 14 9 -5 14 15 19 -11 13 28 -3 -10 26 23 13 23 15 -12 19 1 5 -2 -11 -15 24 26 -3 9 -2 4 7 -6 -13 -4 16 -14 7 -12 21 4 18 16 24 23 -14 17 6 
-7 15 -3 9 -16 -11 17 -5 22 -17 -7 -3 -9 25 7 20 8 12 10 -14 14 -3 -4 -10 -9 14 5 23 25 -10 3 12 -7 23 -20 20 -16 -8 -11 -9 17 27 10 -1 24 4 21 21 -18 8 
27 -8 27 -14 -16 -13 18 20 -1 28 5 21 -13 8 -13 9 24 -18 25 9 -20 29 -10 -12 7 -13 15 -5 -14 -14 -19 -18 22 -3 -12 1 12 10 21 -4 -12 1 24 10 -16 -15 17 15 25 -16 
29 -15 -2 15 -11 -20 -15 -11 -10 25 13 20 -9 17 0 14 16 7 -11 11 19 26 20 7 29 12 -1 16 24 22 12 -7 5 -19 14 23 -2 22 -12 -9 -20 1 27 -12 -2 -7 21 12 -12 -7 
-8 -19 -8 2 -15 -6 15 -15 -14 29 -19 26 -17 -16 -13 -17 -13 6 23 28 -11 26 -19 14 -12 -3 -18 28 -18 -13 0 10 -11 3 8 10 22 12 21 -4 1 -18 21 16 25 10 -7 -18 2 21 
-11 8 0 -18 2 28 6 8 20 -15 28 23 12 4 -1 -1 -13 17 10 26 -20 -17 -14 2 12 4 18 27 6 -9 25 29 18 -8 19 -19 -15 22 1 21 22 7 -6 -15 -11 -13 4 12 -15 -8 
5 -14 -1 16 3 20 4 -6 11 17 27 1 -9 24 -19 5 -7 -5 -8 1 29 28 2 13 -16 18 29 -14 -10 23 4 25 28 -14 -19 7 -8 25 -11 7 9 11 25 16 -4 26 22 4 1 -19 
-13 -10 -15 -20 -5 21 -19 -16 -19 18 -20 3 -3 25 5 -8 -6 10 -14 21 -9 -18 17 5 0 16 -10 6 0 -9 20 10 22 -1 6 19 27 18 2 8 -3 21 -2 -14 0 21 21 1 7 -6 
16 29 26 -18 0 0 5 25 18 -19 24 6 14 0 5 0 0 10 0 -1 27 27 3 -16 -10 -18 -1 14 -4 29 11 13 19 24 -11 16 3 14 -14 24 0 -3 -3 -8 -8 15 7 27 -4 10 
50 60
23 -10 -8 7 -18 26 0 18 2 -6 -8 1 -7 26 -15 7 2 16 4 4 0 21 10 -16 26 27 25 -16 8 12 -18 20 -7 -15 -18 -20 -12 26 -19 -15 23 -2 7 26 20 -2 -14 -5 26 -11 -7 22 27 10 -20 -5 18 9 8 19 
9 -2 -7 -15 11 7 6 -19 -10 23 5 5 18 29 -7 -2 -14 2 27 0 10 -17 -7 -20 -20 11 18 15 9 -12 -14 1 13 -3 -2 -13 -12 -5 -11 -20 5 -13 -17 -20 2 -11 24 24 19 2 -2 22 -10 -2 -10 3 19 16 26 19 
8 24 18 -11 10 26 5 7 -7 4 -8 24 -11 3 10 -18 5 9 -12 -3 2 19 23 17 5 -14 -16 5 -4 -3 22 -10 2 11 1 8 8 -10 -3 20 -12 -19 4 2 12 -17 16 -15 -13 10 12 -13 1 12 -8 -1 -6 19 10 8 
-8 -8 3 -4 -1 12 -4 -14 -8 3 22 -2 15 -8 15 -19 19 -16 -3 -8 25 -1 -2 -4 9 21 3 0 7 17 8 7 16 16 -1 23 -15 26 2 13 29 8 -5 15 10 -12 1 5 -1 8 11 19 12 -6 4 24 -16 -14 27 -4 
28 4 2 -8 13 0 -9 10 1 -12 13 28 19 24 8 -16 -10 11 0 6 -18 28 -3 8 22 27 -19 29 13 24 15 28 -5 -15 -3 -3 11 -14 -2 -18 21 -18 -17 -9 -10 25 23 20 -7 -1 -14 -7 -11 2 18 22 22 14 28 -4 
-1 -12 -2 -18 12 19 26 10 0 -4 -15 -6 -18 -16 14 2 5 23 -8 18 16 4 8 -1 11 15 -20 -6 -3 -3 4 12 23 25 13 22 7 -20 13 10 -20 12 7 -15 15 24 3 21 23 -1 16 5 27 -15 -18 -11 8 -15 23 22 
23 21 -14 0 -18 -12 -18 -5 -7 23 -9 -10 -12 11 24 -13 -10 9 4 13 8 -9 -8 21 -20 16 -7 -7 29 -18 7 23 26 23 -14 22 2 5 15 27 9 29 -10 -9 29 20 -6 -15 11 -2 -2 23 -18 -4 -7 8 28 18 2 19 
9 12 -11 16 -15 -6 -4 9 -2 7 10 21 27 -16 -3 21 9 2 28 12 -15 23 25 22 16 18 4 25 2 -19 7 12 -2 26 -18 29 11 2 -10 20 -9 18 -18 20 8 22 -14 -20 1 23 18 -2 26 -3 -15 16 17 -3 18 15 
-18 15 18 28 4 19 -3 -15 -9 26 -15 0 -7 23 1 12 16 -15 -14 18 5 2 5 -17 11 -8 28 -18 2 7 10 -2 -18 -9 -16 27 6 -17 20 2 -19 0 -9 -18 16 23 21 6 -19 24 26 12 8 6 13 -10 22 -2 -9 28 
12 13 -17 -2 24 -16 20 14 -2 7 23 9 -1 5 -3 -7 2 11 -16 19 12 4 27 -14 -13 2 4 0 -3 10 -10 15 15 -16 13 28 16 19 10 -16 12 6 -14 29 3 -5 3 -18 12 11 26 -5 -4 -2 -17 -19 29 15 6 1 
2 -2 -19 -20 -1 17 15 24 -2 29 -19 13 -3 -20 23 14 -9 19 19 15 -18 -15 4 -17 -12 11 -13 -13 -19 -13 -3 5 6 16 6 21 10 1 0 -11 24 -9 -19 18 -4 3 2 13 12 26 -10 19 -2 4 -4 9 13 -16 -3 10 
5 -5 12 -2 -17 16 -12 18 9 6 11 -4 -19 12 -14 12 28 5 16 -13 23 -7 -8 15 6 17 -18 25 17 -3 5 1 -4 -5 15 6 5 28 27 22 19 27 11 27 19 -1 -13 4 -18 22 24 -4 -5 9 8 25 -20 19 27 7 
21 -11 0 -3 9 -19 -6 23 27 -5 15 21 8 12 -12 -15 0 16 5 29 -6 28 16 -15 -5 -3 -19 -7 18 -3 -7 -18 -10 15 28 -18 -4 -2 -6 16 -2 18 -13 -3 4 -6 7 -2 -12 13 -11 -1 -8 23 -17 1 -16 19 -11 22 
